vehicle_record_id,observation_id,batch_no,model_code,brand,common_name,energy_type,source,stage,record_quality,source_vehicle_type,vehicle_category,vehicle_subcategory,analysis_scope,catalog_no,source_section,length_mm,width_mm,height_mm,wheelbase_mm,curb_weight_kg,curb_weight_num,battery_capacity_kwh,battery_capacity_num,battery_mass_kg,battery_mass_num,ev_range_km,ev_range_num,battery_type,battery_chemistry,battery_chemistry_cn,motor_power_kw,motor_count,motor_total_peak_kw,single_multi_motor,cell_supplier,pack_supplier,cell_supplier_group,pack_supplier_group,vertical_integration_flag,range_extender,seat_count,approx_energy_consumption_kwh_100km,battery_energy_density_wh_kg,km_per_kwh,battery_mass_ratio_pct,variant_count,vehicle_tax_match_flag,purchase_tax_match_flag,metric_scope,source_detail,source_tax
408:DKF5031X,408:DKF5031X:confirmed,408,DKF5031X,科发房车,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十五)458,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:DXM5080X,408:DXM5080X:confirmed,408,DXM5080X,曼恩拓,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(六)101,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:EQ2042,408:EQ2042:confirmed,408,EQ2042,猛士,,插电式混合动力,eidc,confirmed,high,插电式混合动力越野乘用车,passenger_vehicle,suv_mpv,in_scope,3,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,非纯电车型（tax hit=0 pur hit=0）,,
408:EQ6502,408:EQ6502:confirmed,408,EQ6502,岚图,,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,3,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:EQ6520,408:EQ6520:confirmed,408,EQ6520,岚图,岚图泰山,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,3,一、汽车生产企业,,,,,2920,2920.0,119.6,119.6,647,647.0,705,705.0,,,,,,,,,,,,,,,17.0,184.9,5.89,22.2,1,0,1,全数据,,纯电动汽车
408:EQ6530,408:EQ6530:confirmed,408,EQ6530,东风,,,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,3,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:EZY5030X,408:EZY5030X:confirmed,408,EZY5030X,正远,,插电式混合动力,eidc,confirmed,high,插电式混合动力旅居车,passenger_vehicle,suv_mpv,in_scope,(十七)147,民用改装车生产企业,,,,,2205,2205.0,34.32,34.32,280/293,280.0,154,154.0,,,,,,,,,,,,,,,22.3,122.6,4.49,12.7,1,1,0,全数据,,插电式混合动力商用车
408:GAC6470,408:GAC6470:confirmed,408,GAC6470,传祺(Trumpchi),,,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,89,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:GAC6500,408:GAC6500:confirmed,408,GAC6500,传祺(Trumpchi),传祺越7,插电式混合动力,eidc,confirmed,high,插电式混合动力运动型乘用车,passenger_vehicle,suv_mpv,in_scope,89,一、汽车生产企业,,,,,2330,2330.0,45.975,45.975,278±8.3,278.0,189,189.0,,,,,,,,,,,,,,,24.3,165.4,4.11,11.9,1,1,0,全数据,,插电式混合动力乘用车
408:GRX5040X,408:GRX5040X:confirmed,408,GRX5040X,润驰,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十二)82,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:GWZ5049X,408:GWZ5049X:confirmed,408,GWZ5049X,七狼装备,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十六)144,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:HFC6530,408:HFC6530:confirmed,408,HFC6530,江淮,尊界V680,插电式混合动力,eidc,confirmed,high,插电式增程混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,56,一、汽车生产企业,,,,,3070/3110/3135,3070.0,63.262,63.262,385,385.0,275/265,275.0,,,,,,,,,,,,,,,23.0,164.3,4.35,12.5,1,1,0,全数据,,插电式混合动力乘用车
408:HLH5046X,408:HLH5046X:confirmed,408,HLH5046X,力海通,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十七)199,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:HQ6471,408:HQ6471:confirmed,408,HQ6471,吉利,博越L,插电式混合动力,eidc,confirmed,high,混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,52,一、汽车生产企业,,,,,1695,1695.0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,全数据,,节能乘用车
408:HQ6472,408:HQ6472:confirmed,408,HQ6472,吉利,,,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,52,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:HQG5180X,408:HQG5180X:confirmed,408,HQG5180X,楚风,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,73,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:JCV5032X,408:JCV5032X:confirmed,408,JCV5032X,依维德,,插电式混合动力,eidc,confirmed,high,插电式混合动力旅居车,passenger_vehicle,suv_mpv,in_scope,(十)97,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,非纯电车型（tax hit=0 pur hit=0）,,
408:JHV5101X,408:JHV5101X:confirmed,408,JHV5101X,金环科技,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十)213,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:JKC6450,408:JKC6450:confirmed,408,JKC6450,鑫源,好运,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,146,一、汽车生产企业,,,,,1395,1395.0,41.7792,41.7792,314,314.0,335（CLTC）,335.0,,,,,,,,,,,,,,,12.5,133.1,8.02,22.5,1,0,1,全数据,,纯电动汽车
408:JKC6470,408:JKC6470:confirmed,408,JKC6470,鑫源,,,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,146,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:JKC6480,408:JKC6480:confirmed,408,JKC6480,鑫源,向上V6,插电式混合动力,eidc,confirmed,high,插电式混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,146,一、汽车生产企业,,,,,1775/1820,1775.0,18.404,18.404,178,178.0,105,105.0,,,,,,,,,,,,,,,17.5,103.4,5.71,10.0,1,1,0,全数据,,插电式混合动力乘用车
408:JKC6490,408:JKC6490:confirmed,408,JKC6490,鑫源,E3L,纯电动,eidc,confirmed,high,换电式纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,146,一、汽车生产企业,,,,,1700,1700.0,42.002,42.002,315,315.0,320（CLTC）,320.0,,,,,,,,,,,,,,,13.1,133.3,7.62,18.5,1,0,1,全数据,,纯电动汽车
408:JKF5030X,408:JKF5030X:confirmed,408,JKF5030X,钧天,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十四)17,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:JL6501,408:JL6501:confirmed,408,JL6501,远程,远程V7E,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,52,一、汽车生产企业,,,,,1760/1805/1815/1850,1760.0,51.1,51.1,355,355.0,370,370.0,,,,,,,,,,,,,,,13.8,143.9,7.24,20.2,1,0,1,全数据,,纯电动汽车
408:JL6541,408:JL6541:confirmed,408,JL6541,远程,远程V8E,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,52,一、汽车生产企业,,,,,1950/1960/1995,1950.0,65.5,65.5,445,445.0,455,455.0,,,,,,,,,,,,,,,14.4,147.2,6.95,22.8,1,0,1,全数据,,纯电动汽车
408:JL7001,408:JL7001:confirmed,408,JL7001,吉利,,纯电动,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,52,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:JX1037,408:JX1037:confirmed,408,JX1037,江铃,,,eidc,confirmed,high,多用途货车,passenger_vehicle,suv_mpv,in_scope,61,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:KDK5041X,408:KDK5041X:confirmed,408,KDK5041X,朗奇,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(六)99,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:KPS5041X,408:KPS5041X:confirmed,408,KPS5041X,康派斯房,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十五)245,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:LLC5041X,408:LLC5041X:confirmed,408,LLC5041X,伴旅辰,,纯电动,eidc,confirmed,high,纯电动旅居车,passenger_vehicle,suv_mpv,in_scope,(十六)101,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:LLC5115X,408:LLC5115X:confirmed,408,LLC5115X,朗宸,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十六)101,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:LMS5066X,408:LMS5066X:confirmed,408,LMS5066X,罗曼特斯,,插电式增程混合动力,eidc,confirmed,high,插电式增程混合动力旅居车,passenger_vehicle,suv_mpv,in_scope,(十)170,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,非纯电车型（tax hit=0 pur hit=0）,,
408:LXA6511,408:LXA6511:confirmed,408,LXA6511,理想,,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,210,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:LXA6540,408:LXA6540:confirmed,408,LXA6540,理想,理想MEGA,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,210,一、汽车生产企业,,,,,2925,2925.0,108,108.0,628,628.0,710,710.0,,,,,,,,,,,,,,,15.2,172.0,6.57,21.5,1,0,1,全数据,,纯电动汽车
408:LZ6480,408:LZ6480:confirmed,408,LZ6480,东风,,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,91,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:LZ6490,408:LZ6490:confirmed,408,LZ6490,东风,纯电动多用途乘用车,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,91,一、汽车生产企业,,,,,1810,1810.0,60.5,60.5,456,456.0,510（CLTC）,510.0,,,,,,,,,,,,,,,11.9,132.7,8.43,25.2,1,0,1,全数据,,纯电动汽车
408:LZ6510,408:LZ6510:confirmed,408,LZ6510,东风,,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,91,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:LZ7000,408:LZ7000:confirmed,408,LZ7000,东风,纯电动轿车,纯电动,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,91,一、汽车生产企业,,,,,1665,1665.0,60.5,60.5,458,458.0,570（CLTC）,570.0,,,,,,,,,,,,,,,10.6,132.1,9.42,27.5,1,0,1,全数据,,纯电动汽车
408:LZR5031X,408:LZR5031X:confirmed,408,LZR5031X,览众之星,,插电式混合动力,eidc,confirmed,high,插电式混合动力旅居车,passenger_vehicle,suv_mpv,in_scope,(三)83,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,非纯电车型（tax hit=0 pur hit=0）,,
408:LZW6482,408:LZW6482:confirmed,408,LZW6482,五菱,五菱荣光L,插电式混合动力,eidc,confirmed,high,插电式增程混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,92,一、汽车生产企业,,,,,1530/1555,1530.0,18.8,18.8,170,170.0,101,101.0,,,,,,,,,,,,,,,18.6,110.6,5.37,11.1,1,1,0,全数据,,插电式混合动力乘用车
408:LZW6551,408:LZW6551:confirmed,408,LZW6551,五菱,五菱扬光L,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,92,一、汽车生产企业,,,,,1805,1805.0,56.2,56.2,399,399.0,400（CLTC）,400.0,,,,,,,,,,,,,,,14.1,140.9,7.12,22.1,1,0,1,全数据,,纯电动汽车
408:MAX5120X,408:MAX5120X:confirmed,408,MAX5120X,星迹,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十)234,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:MAX5140X,408:MAX5140X:confirmed,408,MAX5140X,星迹,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十)234,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:MAX5210X,408:MAX5210X:confirmed,408,MAX5210X,星迹,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十)234,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:MAX5240X,408:MAX5240X:confirmed,408,MAX5240X,星迹,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十)234,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:MBK5030X,408:MBK5030X:confirmed,408,MBK5030X,麦卡佰客,,插电式混合动力,eidc,confirmed,high,插电式混合动力旅居车,passenger_vehicle,suv_mpv,in_scope,(十五)556,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,非纯电车型（tax hit=0 pur hit=0）,,
408:MR6462,408:MR6462:confirmed,408,MR6462,吉利,银河E5,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,52,一、汽车生产企业,,,,,1750/1770,1750.0,61.52,61.52,443,443.0,550,550.0,,,,,,,,,,,,,,,11.2,138.9,8.94,25.3,1,0,1,全数据,,纯电动汽车
408:MR7001,408:MR7001:confirmed,408,MR7001,吉利,,纯电动,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,52,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:MR7151,408:MR7151:confirmed,408,MR7151,吉利,吉利星瑞L90,插电式混合动力,eidc,confirmed,high,混合动力轿车,passenger_vehicle,sedan,in_scope,52,一、汽车生产企业,,,,,1600/1630,1600.0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,全数据,,节能乘用车
408:MR7153,408:MR7153:confirmed,408,MR7153,领克,领克07,插电式混合动力,eidc,confirmed,high,插电式混合动力轿车,passenger_vehicle,sedan,in_scope,52,一、汽车生产企业,,,,,1895,1895.0,28.3,28.3,217,217.0,150,150.0,,,,,,,,,,,,,,,18.9,130.4,5.3,11.5,1,1,0,全数据,,插电式混合动力乘用车
408:MR7201,408:MR7201:confirmed,408,MR7201,吉利,,,eidc,confirmed,high,轿车,passenger_vehicle,sedan,in_scope,52,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:MRN5060X,408:MRN5060X:confirmed,408,MRN5060X,阿娜蕥,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十九)94,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:NJ6550,408:NJ6550:confirmed,408,NJ6550,超越,领胜,插电式混合动力,eidc,confirmed,high,插电式增程混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,44,一、汽车生产企业,,,,,2170,2170.0,31.9,31.9,250,250.0,101,101.0,,,,,,,,,,,,,,,31.6,127.6,3.17,11.5,1,0,1,全数据,,插电式混合动力汽车
408:NJX5031X,408:NJX5031X:confirmed,408,NJX5031X,艾杰斯坦,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(二十二)75,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:NJX5032X,408:NJX5032X:confirmed,408,NJX5032X,艾杰斯坦,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(二十二)75,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:QCJ2030,408:QCJ2030:confirmed,408,QCJ2030,方程豹,方程豹豹5,插电式混合动力,eidc,confirmed,high,插电式混合动力越野乘用车,passenger_vehicle,suv_mpv,in_scope,79,一、汽车生产企业,,,,,3120,3120.0,46.704,46.704,362,362.0,160,160.0,,,,,,,,,,,,,,,29.2,129.0,3.43,11.6,1,1,1,全数据,,插电式混合动力乘用车
408:QCJ6520,408:QCJ6520:confirmed,408,QCJ6520,腾势,领汇M9,插电式混合动力,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,79,一、汽车生产企业,,,,,2595,2595.0,36.628,36.628,331,331.0,160,160.0,,,,,,,,,,,,,,,22.9,110.7,4.37,12.8,1,1,0,全数据,,插电式混合动力乘用车
408:QCJ7000,408:QCJ7000:confirmed,408,QCJ7000,腾势,方程豹方程S,纯电动,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,79,一、汽车生产企业,,,,,1999,1999.0,76.744,76.744,539,539.0,730(CLTC),730.0,,,,,,,,,,,,,,,10.5,142.4,9.51,27.0,1,0,1,全数据,,纯电动汽车
408:QCJ7008,408:QCJ7008:confirmed,408,QCJ7008,领汇,领汇e5,纯电动,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,79,一、汽车生产企业,,,,,1528,1528.0,48,48.0,330.5,330.5,450(CLTC),450.0,,,,,,,,,,,,,,,10.7,145.2,9.38,21.6,1,0,1,全数据,,纯电动汽车
408:SAL7001,408:SAL7001:confirmed,408,SAL7001,欧拉,ORA 7;长城闪电猫;O 7;R 7;T 7,纯电动,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,213,一、汽车生产企业,,,,,1830,1830.0,58.3,58.3,422,422.0,560（CLTC）,560.0,,,,,,,,,,,,,,,10.4,138.2,9.61,23.1,1,0,1,全数据,,纯电动汽车
408:SC6480,408:SC6480:confirmed,408,SC6480,长安,,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,96,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:SC6510,408:SC6510:confirmed,408,SC6510,长安,,插电式增程混合动力,eidc,confirmed,high,插电式增程混合动力运动型乘用车,passenger_vehicle,suv_mpv,in_scope,96,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,非纯电车型（tax hit=0 pur hit=0）,,
408:SC6558,408:SC6558:confirmed,408,SC6558,长安,V919,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,22,一、汽车生产企业,,,,,2185,2185.0,66.67,66.67,479±14.37,479.0,450,450.0,,,,,,,,,,,,,,,14.8,139.2,6.75,21.9,1,0,1,全数据,,纯电动汽车
408:SC7000,408:SC7000:confirmed,408,SC7000,长安,L07,纯电动,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,96,一、汽车生产企业,,,,,1895,1895.0,66.02,66.02,474,474.0,670,670.0,,,,,,,,,,,,,,,9.9,139.3,10.15,25.0,1,0,1,全数据,,纯电动汽车
408:SKE6501,408:SKE6501:confirmed,408,SKE6501,问界,问界M6EV,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,175,一、汽车生产企业,,,,,2445/2510,2445.0,81.1131,81.1131,570,570.0,630/602,630.0,,,,,,,,,,,,,,,12.9,142.3,7.77,23.3,1,0,1,全数据,,纯电动汽车
408:SKE6540,408:SKE6540:confirmed,408,SKE6540,问界,问界M9,纯电动,eidc,confirmed,high,插电式增程混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,175,一、汽车生产企业,,,,,3200/3285,3200.0,75.408,75.408,416,416.0,300,300.0,,,,,,,,,,,,,,,25.1,181.3,3.98,13.0,1,1,1,全数据,,插电式混合动力乘用车
408:SQH5031X,408:SQH5031X:confirmed,408,SQH5031X,勤宏,,插电式混合动力,eidc,confirmed,high,插电式混合动力旅居车,passenger_vehicle,suv_mpv,in_scope,(二十二)29,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,非纯电车型（tax hit=0 pur hit=0）,,
408:SQR2040,408:SQR2040:confirmed,408,SQR2040,奇瑞纵横,纵横G700,插电式混合动力,eidc,confirmed,high,插电式混合动力越野乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,,,,,3121/3164/3201/3211,3121.0,34.13,34.13,303,303.0,116,116.0,,,,,,,,,,,,,,,29.4,112.6,3.4,9.7,1,1,1,全数据,,插电式混合动力乘用车
408:SQR6440,408:SQR6440:confirmed,408,SQR6440,捷途,,,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:SQR6470,408:SQR6470:confirmed,408,SQR6470,捷途,,,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:SQR6480,408:SQR6480:confirmed,408,SQR6480,捷途,,,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:SQR6481,408:SQR6481:confirmed,408,SQR6481,捷途,,,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:SQR6482,408:SQR6482:confirmed,408,SQR6482,捷途,山海L7 PLUS C-DM,插电式混合动力,eidc,confirmed,high,插电式混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,,,,,1957/1976/2020/2033,1957.0,32.659,32.659,263±7.89,263.0,167,167.0,,,,,,,,,,,,,,,19.6,124.2,5.11,13.4,1,1,1,全数据,,插电式混合动力乘用车
408:SQR6483,408:SQR6483:confirmed,408,SQR6483,捷途,山海L7 PLUS C-DM,插电式混合动力,eidc,confirmed,high,插电式混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,,,,,2027/2082,2027.0,32.659,32.659,263±7.89,263.0,167,167.0,,,,,,,,,,,,,,,19.6,124.2,5.11,13.0,1,1,1,全数据,,插电式混合动力乘用车
408:SQR6486,408:SQR6486:confirmed,408,SQR6486,捷途,旅行者,插电式混合动力,eidc,confirmed,high,插电式混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,,,,,2110,2110.0,26.61,26.61,252±8,252.0,108,108.0,,,,,,,,,,,,,,,24.6,105.6,4.06,11.9,1,1,0,全数据,,插电式混合动力乘用车
408:SQR6500,408:SQR6500:confirmed,408,SQR6500,智界,智界RX,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,,,,,2250/2280,2250.0,100.424(1/3C)/97.655(1C),100.424,529,529.0,852/822,852.0,,,,,,,,,,,,,,,11.8,189.8,8.48,23.5,1,0,1,全数据,,纯电动汽车
408:SQR6503,408:SQR6503:confirmed,408,SQR6503,星途,ET7,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,,,,,2300,2300.0,74.821,74.821,557,557.0,560,560.0,,,,,,,,,,,,,,,13.4,134.3,7.48,24.2,1,0,1,全数据,,纯电动汽车
408:SQR6521,408:SQR6521:confirmed,408,SQR6521,奇瑞,风云T11,插电式混合动力,eidc,confirmed,high,插电式增程混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,,,,,2635,2635.0,39.816,39.816,320,320.0,175,175.0,,,,,,,,,,,,,,,22.8,124.4,4.4,12.1,1,1,0,全数据,,插电式混合动力乘用车
408:STM5032X,408:STM5032X:confirmed,408,STM5032X,金克,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十五)107,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:STM5036X,408:STM5036X:confirmed,408,STM5036X,金克,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十五)107,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:STM5037X,408:STM5037X:confirmed,408,STM5037X,金克,,,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十五)107,民用改装车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:SVW6501,408:SVW6501:confirmed,408,SVW6501,大众汽车(VOLKSWAGEN),ID.ERA 8X,插电式混合动力,eidc,confirmed,high,插电式增程混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,5,一、汽车生产企业,,,,,2590,2590.0,51.1,51.1,390,390.0,260,260.0,,,,,,,,,,,,,,,19.7,131.0,5.09,15.1,1,1,1,全数据,,插电式混合动力乘用车
408:SVW7152,408:SVW7152:confirmed,408,SVW7152,大众汽车(VOLKSWAGEN),,,eidc,confirmed,high,轿车,passenger_vehicle,sedan,in_scope,5,一、汽车生产企业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,数据缺失,,
408:SY6543,408:SY6543:confirmed,408,SY6543,金杯,吉运E8,纯电动,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,33,一、汽车生产企业,,,,,1990/2000/2035,1990.0,66.67332,66.67332,479,479.0,455,455.0,,,,,,,,,,,,,,,14.7,139.2,6.82,24.1,1,0,1,全数据,,纯电动汽车
