品牌,企业名称,产品型号,产品名称,动力形式,电机功率(kW),motor_count,motor_total_peak_kw,single_multi_motor,电池类型,battery_chemistry,battery_chemistry_cn,battery_ncm_explicit_flag,电池容量(kWh),电池质量(kg),纯电续航(km),整备质量(kg),cell_supplier,pack_supplier,cell_supplier_group,pack_supplier_group,vertical_integration_flag,电芯/总成供应商,增程器,长(mm),宽(mm),高(mm),总电量口径近似电耗(kWh/100km),电池包能量密度(Wh/kg),单位电量续航(km/kWh),电池质量占整备质量比(%),tax_catalog_match_flag,battery_metrics_available_flag,missing_reason,metric_scope
腾势,比亚迪汽车工业有限公司,QCJ6520MT6HEV13,插电式混合动力多用途乘用车,插电式混合动力,,0,0.0,,磷酸铁锂蓄电池,LFP,磷酸铁锂,0,39.690,325,145,2795,绍兴弗迪电池有限公司,西安弗迪电池有限公司,弗迪系,弗迪系,same_group,绍兴弗迪电池有限公司 / 西安弗迪电池有限公司,BYD472ZQB / 1498ml / 比亚迪汽车有限公司,5250,1960,1900,27.4,122.1,3.65,11.6,1,1,,全数据
腾势,比亚迪汽车工业有限公司,QCJ7000ANBEV3,纯电动轿车,纯电动,320kW,1,320.0,单电机,磷酸铁锂蓄电池,LFP,磷酸铁锂,0,,,,,合肥比亚迪实业有限公司,汕尾弗迪电池有限公司,比亚迪汽车,弗迪系,same_group,合肥比亚迪实业有限公司 / 汕尾弗迪电池有限公司,,5090,1980,1510,,,,,0,0,来源未覆盖（附件2车船税未收录该车型）,仅增程/插混（纯电车型附件2未覆盖）
腾势,比亚迪汽车工业有限公司,QCJ7000ANBEV4,纯电动轿车,纯电动,370kW,1,370.0,单电机,磷酸铁锂蓄电池,LFP,磷酸铁锂,0,,,,,无为弗迪电池有限公司,深圳比亚迪汽车实业有限公司,弗迪系,比亚迪汽车,same_group,无为弗迪电池有限公司 / 深圳比亚迪汽车实业有限公司,,5090,1980,1490,,,,,0,0,来源未覆盖（附件2车船税未收录该车型）,仅增程/插混（纯电车型附件2未覆盖）
腾势,比亚迪汽车工业有限公司,QCJ6520BUBEV1,纯电动多用途乘用车,纯电动,370kW,1,370.0,单电机,磷酸铁锂蓄电池,LFP,磷酸铁锂,0,,,,,广西东盟弗迪电池有限公司,深圳比亚迪汽车实业有限公司,弗迪系,比亚迪汽车,same_group,广西东盟弗迪电池有限公司 / 深圳比亚迪汽车实业有限公司,,5150,1999,1820,,,,,0,0,来源未覆盖（附件2车船税未收录该车型）,仅增程/插混（纯电车型附件2未覆盖）
腾势,比亚迪汽车工业有限公司,QCJ6520BUBEV3,纯电动多用途乘用车,纯电动,270/310/310kW,3,890.0,3电机,磷酸铁锂蓄电池,LFP,磷酸铁锂,0,,,,,广西东盟弗迪电池有限公司,深圳比亚迪汽车实业有限公司,弗迪系,比亚迪汽车,same_group,广西东盟弗迪电池有限公司 / 深圳比亚迪汽车实业有限公司,,5150,1999,1820,,,,,0,0,来源未覆盖（附件2车船税未收录该车型）,仅增程/插混（纯电车型附件2未覆盖）
腾势,比亚迪汽车工业有限公司,QCJ6520BUBEV2,纯电动多用途乘用车,纯电动,320kW,1,320.0,单电机,磷酸铁锂蓄电池,LFP,磷酸铁锂,0,,,,,无为弗迪电池有限公司,无为弗迪电池有限公司,弗迪系,弗迪系,same_company,无为弗迪电池有限公司 / 无为弗迪电池有限公司,,5150,1999,1820,,,,,0,0,来源未覆盖（附件2车船税未收录该车型）,仅增程/插混（纯电车型附件2未覆盖）
腾势,比亚迪汽车工业有限公司,QCJ6520APBEV1,纯电动多用途乘用车,纯电动,370kW,1,370.0,单电机,磷酸铁锂蓄电池,LFP,磷酸铁锂,0,,,,,广西东盟弗迪电池有限公司,深圳比亚迪汽车实业有限公司,弗迪系,比亚迪汽车,same_group,广西东盟弗迪电池有限公司 / 深圳比亚迪汽车实业有限公司,,5200,1999,1820,,,,,0,0,来源未覆盖（附件2车船税未收录该车型）,仅增程/插混（纯电车型附件2未覆盖）
魏牌,长城汽车股份有限公司,CC6500DL21HABEV,纯电动多用途乘用车,纯电动,220/320kW,2,540.0,2电机,镍钴锰三元锂蓄电池,NCM,三元锂,1,,,,,,蜂巢能源科技股份有限公司/蜂巢能源科技股份有限公司,,蜂巢能源,,蜂巢能源科技股份有限公司/蜂巢能源科技股份有限公司,,5000,2025,1808,,,,,0,0,来源未覆盖（附件2车船税未收录该车型）,仅增程/插混（纯电车型附件2未覆盖）
问界,赛力斯汽车有限公司,SKE6522DREEVA1F#1,插电式增程混合动力多用途乘用车,插电式增程混合动力,170kW,1,170.0,单电机,磷酸铁锂蓄电池,LFP,磷酸铁锂,0,56.036,406.0,246.0,2830.0,中州时代新能源科技有限公司,宜宾三江时代新能源科技有限公司,宁德时代系,宁德时代系,same_group,中州时代新能源科技有限公司 / 宜宾三江时代新能源科技有限公司,HG15T / 1496ml / 重庆小康动力有限公司,5190,1999,1795,22.8,138.0,4.39,14.3,1,1,,全数据
问界,赛力斯汽车有限公司,SKE6522DREEVA1F#2,插电式增程混合动力多用途乘用车,插电式增程混合动力,170kW,1,170.0,单电机,磷酸铁锂蓄电池,LFP,磷酸铁锂,0,56.036,406.0,246.0,2895.0,中州时代新能源科技有限公司,宜宾三江时代新能源科技有限公司,宁德时代系,宁德时代系,same_group,中州时代新能源科技有限公司 / 宜宾三江时代新能源科技有限公司,HG15T / 1496ml / 重庆小康动力有限公司,5190,1999,1795,22.8,138.0,4.39,14.0,1,1,,全数据
问界,赛力斯汽车有限公司,SKE6501DREEVR2,插电式增程混合动力多用途乘用车,插电式增程混合动力,227kW,1,227.0,单电机,磷酸铁锂蓄电池,LFP,磷酸铁锂,0,36.019,290,181,2470,四川时代新能源科技有限公司,四川时代新能源科技有限公司,宁德时代系,宁德时代系,same_company,四川时代新能源科技有限公司 / 四川时代新能源科技有限公司,M15T / 1496ml / 重庆小康动力有限公司,4960,1985,1736,19.9,124.2,5.03,11.7,1,1,,全数据
问界,赛力斯汽车有限公司,SKE6501DREEVR1#1,插电式增程混合动力多用途乘用车,插电式增程混合动力,227kW,1,227.0,单电机,三元锂离子蓄电池,NCM,三元锂,0,51.975,302.0,273.0,2445.0,四川时代新能源科技有限公司,四川时代新能源科技有限公司,宁德时代系,宁德时代系,same_company,四川时代新能源科技有限公司 / 四川时代新能源科技有限公司,M15T / 1496ml / 重庆小康动力有限公司,4960,1985,1736,19.0,172.1,5.25,12.4,1,1,,全数据
问界,赛力斯汽车有限公司,SKE6501DREEVR1#2,插电式增程混合动力多用途乘用车,插电式增程混合动力,227kW,1,227.0,单电机,三元锂离子蓄电池,NCM,三元锂,0,51.975,302.0,261.0,2490.0,四川时代新能源科技有限公司,四川时代新能源科技有限公司,宁德时代系,宁德时代系,same_company,四川时代新能源科技有限公司 / 四川时代新能源科技有限公司,M15T / 1496ml / 重庆小康动力有限公司,4960,1985,1736,19.9,172.1,5.02,12.1,1,1,,全数据
问界,赛力斯汽车有限公司,SKE6522DBEVA2F,纯电动多用途乘用车,纯电动,160/227kW,2,387.0,2电机,三元锂离子蓄电池,NCM,三元锂,0,,,,,四川时代新能源科技有限公司,宜宾三江时代新能源科技有限公司,宁德时代系,宁德时代系,same_group,四川时代新能源科技有限公司 / 宜宾三江时代新能源科技有限公司,,5190,1999,1795,,,,,0,0,来源未覆盖（附件2车船税未收录该车型）,仅增程/插混（纯电车型附件2未覆盖）
问界,赛力斯汽车有限公司,SKE6522DBEVA1F,纯电动多用途乘用车,纯电动,160/227kW,2,387.0,2电机,三元锂离子蓄电池,NCM,三元锂,0,,,,,江苏时代新能源科技有限公司,四川时代新能源科技有限公司,宁德时代系,宁德时代系,same_group,江苏时代新能源科技有限公司 / 四川时代新能源科技有限公司,,5190,1999,1795,,,,,0,0,来源未覆盖（附件2车船税未收录该车型）,仅增程/插混（纯电车型附件2未覆盖）
问界,赛力斯汽车有限公司,SKE6522DREEVA2F#1,插电式增程混合动力多用途乘用车,插电式增程混合动力,170kW,1,170.0,单电机,三元锂离子蓄电池,NCM,三元锂,0,75.408,416.0,352.0,2840.0,江苏时代新能源科技有限公司,宜宾三江时代新能源科技有限公司,宁德时代系,宁德时代系,same_group,江苏时代新能源科技有限公司 / 宜宾三江时代新能源科技有限公司,HG15T / 1496ml / 重庆小康动力有限公司,5190,1999,1795,21.4,181.3,4.67,14.6,1,1,,全数据
问界,赛力斯汽车有限公司,SKE6522DREEVA2F#2,插电式增程混合动力多用途乘用车,插电式增程混合动力,170kW,1,170.0,单电机,三元锂离子蓄电池,NCM,三元锂,0,75.408,416.0,345.0,2905.0,江苏时代新能源科技有限公司,宜宾三江时代新能源科技有限公司,宁德时代系,宁德时代系,same_group,江苏时代新能源科技有限公司 / 宜宾三江时代新能源科技有限公司,HG15T / 1496ml / 重庆小康动力有限公司,5190,1999,1795,21.9,181.3,4.58,14.3,1,1,,全数据
享界,北京新能源汽车股份有限公司,BJ6530K81BEV,纯电动多用途乘用车,纯电动,227kW,1,227.0,单电机,三元锂离子蓄电池,NCM,三元锂,0,,,,,四川时代新能源科技有限公司,宜宾三江时代新能源科技有限公司,宁德时代系,宁德时代系,same_group,四川时代新能源科技有限公司 / 宜宾三江时代新能源科技有限公司,,5335,2005,1825,,,,,0,0,来源未覆盖（附件2车船税未收录该车型）,仅增程/插混（纯电车型附件2未覆盖）
享界,北京新能源汽车股份有限公司,BJ6530K811BEV,纯电动多用途乘用车,纯电动,160/227kW,2,387.0,2电机,三元锂离子蓄电池,NCM,三元锂,0,,,,,四川时代新能源科技有限公司,宜宾三江时代新能源科技有限公司,宁德时代系,宁德时代系,same_group,四川时代新能源科技有限公司 / 宜宾三江时代新能源科技有限公司,,5335,2005,1805,,,,,0,0,来源未覆盖（附件2车船税未收录该车型）,仅增程/插混（纯电车型附件2未覆盖）
享界,北京新能源汽车股份有限公司,BJ6530K815RSHEV,插电式增程混合动力多用途乘用车,插电式增程混合动力,,0,0.0,,三元锂离子蓄电池,NCM,三元锂,0,75.4,416,339,2895,江苏时代新能源科技有限公司,宜宾三江时代新能源科技有限公司,宁德时代系,宁德时代系,same_group,江苏时代新能源科技有限公司 / 宜宾三江时代新能源科技有限公司,S15T0PH / 1498ml / 北京汽车动力总成有限公司,5335,2005,1805,22.2,181.3,4.5,14.4,1,1,,全数据
享界,北京新能源汽车股份有限公司,BJ6530K811RSHEV,插电式增程混合动力多用途乘用车,插电式增程混合动力,227kW,1,227.0,单电机,磷酸铁锂蓄电池,LFP,磷酸铁锂,0,56,406,275,2810,中州时代新能源科技有限公司,中州时代新能源科技有限公司,宁德时代系,宁德时代系,same_company,中州时代新能源科技有限公司 / 中州时代新能源科技有限公司,S15T0PH / 1498ml / 北京汽车动力总成有限公司,5335,2005,1825,20.4,137.9,4.91,14.4,1,1,,全数据
享界,北京新能源汽车股份有限公司,BJ6530K812RSHEV,插电式增程混合动力多用途乘用车,插电式增程混合动力,,0,0.0,,磷酸铁锂蓄电池,LFP,磷酸铁锂,0,56,406,260,2895,中州时代新能源科技有限公司,中州时代新能源科技有限公司,宁德时代系,宁德时代系,same_company,中州时代新能源科技有限公司 / 中州时代新能源科技有限公司,S15T0PH / 1498ml / 北京汽车动力总成有限公司,5335,2005,1805,21.5,137.9,4.64,14.0,1,1,,全数据
智界,奇瑞汽车股份有限公司,SQR6540REEVEHV4,插电式增程混合动力多用途乘用车,插电式增程混合动力,,0,0.0,,三元锂离子蓄电池,NCM,三元锂,0,53.480,297,223,2790,欣旺达动力科技股份有限公司,欣旺达动力科技股份有限公司,欣旺达,欣旺达,same_company,欣旺达动力科技股份有限公司 / 欣旺达动力科技股份有限公司,SQRH4J15 / 1499ml / 奇瑞汽车股份有限公司,5359,2009,1879,24.0,180.1,4.17,10.6,1,1,,全数据
智界,奇瑞汽车股份有限公司,SQR6540REEVEHV3,插电式增程混合动力多用途乘用车,插电式增程混合动力,,0,0.0,,三元锂离子蓄电池,NCM,三元锂,0,53.480,297,210,2940,欣旺达动力科技股份有限公司,欣旺达动力科技股份有限公司,欣旺达,欣旺达,same_company,欣旺达动力科技股份有限公司 / 欣旺达动力科技股份有限公司,SQRH4J15 / 1499ml / 奇瑞汽车股份有限公司,5359,2009,1859,25.5,180.1,3.93,10.1,1,1,,全数据
智界,奇瑞汽车股份有限公司,SQR6500BEVEHY8,纯电动多用途乘用车,纯电动,150/227kW,2,377.0,2电机,三元锂蓄电池,NCM,三元锂,0,,,,,江苏时代新能源科技有限公司,江苏时代新能源科技有限公司,宁德时代系,宁德时代系,same_company,江苏时代新能源科技有限公司 / 江苏时代新能源科技有限公司,,4982,1981,1634,,,,,0,0,来源未覆盖（附件2车船税未收录该车型）,仅增程/插混（纯电车型附件2未覆盖）
智界,奇瑞汽车股份有限公司,SQR6500BEVEHY6,纯电动多用途乘用车,纯电动,227kW,1,227.0,单电机,磷酸铁锂蓄电池,LFP,磷酸铁锂,0,,,,,中创新航科技集团股份有限公司,中创新航科技集团股份有限公司,中创新航,中创新航,same_company,中创新航科技集团股份有限公司 / 中创新航科技集团股份有限公司,,4982,1981,1634,,,,,0,0,来源未覆盖（附件2车船税未收录该车型）,仅增程/插混（纯电车型附件2未覆盖）
智界,奇瑞汽车股份有限公司,SQR6500BEVEHY7,纯电动多用途乘用车,纯电动,227kW,1,227.0,单电机,三元锂蓄电池,NCM,三元锂,0,,,,,江苏时代新能源科技有限公司,江苏时代新能源科技有限公司,宁德时代系,宁德时代系,same_company,江苏时代新能源科技有限公司 / 江苏时代新能源科技有限公司,,4982,1981,1634,,,,,0,0,来源未覆盖（附件2车船税未收录该车型）,仅增程/插混（纯电车型附件2未覆盖）
启境,广汽埃安新能源汽车股份有限公司,AHC6510SHEVX0C,插电式增程混合动力多用途乘用车,插电式增程混合动力,,0,0.0,,镍钴锰三元锂蓄电池,NCM,三元锂,1,67.1584,400±12,305,2720,时代一汽动力电池有限公司,广东瑞庆时代新能源科技有限公司,宁德时代系,宁德时代系,same_group,时代一汽动力电池有限公司 / 广东瑞庆时代新能源科技有限公司,4A15J4 / 1498ml / 广州祺盛动力总成有限公司,5099,2006,1750,22.0,163.0~173.1,4.54,14.3~15.1,1,1,,全数据
启境,广汽埃安新能源汽车股份有限公司,AHC6510SHEVX0B,插电式增程混合动力多用途乘用车,插电式增程混合动力,,0,0.0,,磷酸铁锂蓄电池,LFP,磷酸铁锂,0,51.898,358±10,260,2599,宁德时代新能源科技股份有限公司,时代广汽动力电池有限公司,宁德时代系,宁德时代系,same_group,宁德时代新能源科技股份有限公司 / 时代广汽动力电池有限公司,4A15J4 / 1498ml / 广州祺盛动力总成有限公司,5099,2006,1750,20.0,141.0~149.1,5.01,13.4~14.2,1,1,,全数据
启境,广汽埃安新能源汽车股份有限公司,AHC6510SHEVX0A,插电式增程混合动力多用途乘用车,插电式增程混合动力,,0,0.0,,磷酸铁锂蓄电池,LFP,磷酸铁锂,0,51.898,358±10,270,2488,宁德时代新能源科技股份有限公司,时代广汽动力电池有限公司,宁德时代系,宁德时代系,same_group,宁德时代新能源科技股份有限公司 / 时代广汽动力电池有限公司,4A15J4 / 1498ml / 广州祺盛动力总成有限公司,5099,2006,1750,19.2,141.0~149.1,5.2,14.0~14.8,1,1,,全数据
启境,广汽埃安新能源汽车股份有限公司,AHC7150SHEVW0A,插电式增程混合动力轿车,插电式增程混合动力,,0,0.0,,磷酸铁锂蓄电池,LFP,磷酸铁锂,0,35.701,285,205,2230,时代长安动力电池有限公司,时代广汽动力电池有限公司,宁德时代系,宁德时代系,same_group,时代长安动力电池有限公司 / 时代广汽动力电池有限公司,4A15J4 / 1498ml / 广州祺盛动力总成有限公司,5050,1980,1480,17.4,125.3,5.74,12.8,1,1,,全数据
启境,广汽埃安新能源汽车股份有限公司,AHC7000BEVW0C,纯电动轿车,纯电动,165/200/200kW,3,565.0,3电机,镍钴锰三元锂蓄电池,NCM,三元锂,1,,,,,时代一汽动力电池有限公司,,宁德时代系,,,时代一汽动力电池有限公司,,5050,1980,1470,,,,,0,0,来源未覆盖（附件2车船税未收录该车型）,仅增程/插混（纯电车型附件2未覆盖）
爱咖,奇瑞新能源汽车股份有限公司,NEQ6460REEVS59DA,插电式增程混合动力多用途乘用车,插电式增程混合动力,,0,0.0,,磷酸铁锂蓄电池,LFP,磷酸铁锂,0,33.679,285,150,2117,合肥国轩高科动力能源有限公司,安徽瑞露科技有限公司,国轩高科,其他,cross_group,合肥国轩高科动力能源有限公司 / 安徽瑞露科技有限公司,SQRH4J15 / 1499ml / 奇瑞汽车股份有限公司,4636,1920,1855,22.5,118.2,4.45,13.5,1,1,,全数据
爱咖,奇瑞新能源汽车股份有限公司,NEQ6460REEVS59DB#1,插电式增程混合动力多用途乘用车,插电式增程混合动力,,0,0.0,,磷酸铁锂蓄电池,LFP,磷酸铁锂,0,33.679,285.0,145.0,2221.0,合肥国轩高科动力能源有限公司,安徽瑞露科技有限公司,国轩高科,其他,cross_group,合肥国轩高科动力能源有限公司 / 安徽瑞露科技有限公司,SQRH4J15 / 1499ml / 奇瑞汽车股份有限公司,4636,1920,1855,23.2,118.2,4.31,12.8,1,1,,全数据
爱咖,奇瑞新能源汽车股份有限公司,NEQ6460REEVS59DB#2,插电式增程混合动力多用途乘用车,插电式增程混合动力,,0,0.0,,磷酸铁锂蓄电池,LFP,磷酸铁锂,0,33.679,285.0,145.0,2240.0,合肥国轩高科动力能源有限公司,安徽瑞露科技有限公司,国轩高科,其他,cross_group,合肥国轩高科动力能源有限公司 / 安徽瑞露科技有限公司,SQRH4J15 / 1499ml / 奇瑞汽车股份有限公司,4636,1920,1855,23.2,118.2,4.31,12.7,1,1,,全数据
猛士,东风汽车集团有限公司,EQ6500MS5F2PHEV,插电式混合动力运动型乘用车,插电式混合动力,,0,0.0,,磷酸铁锂锂离子电池,LFP,磷酸铁锂,0,68.10,460,285,2750,宁德时代新能源科技股份有限公司,科新动力电池系统（湖北）有限公司,宁德时代系,宁德时代系（合资）,same_group,宁德时代新能源科技股份有限公司 / 科新动力电池系统（湖北）有限公司,DFMC15TE3 / 1497ml / 智新科技股份有限公司,5035,1999,1910,23.9,148.0,4.19,16.7,1,1,,全数据
猛士,东风汽车集团有限公司,EQ6500MS5F1PHEV,插电式混合动力运动型乘用车,插电式混合动力,,0,0.0,,磷酸铁锂锂离子电池,LFP,磷酸铁锂,0,51.46,360,228,2650,宁德时代新能源科技股份有限公司,科新动力电池系统（湖北）有限公司,宁德时代系,宁德时代系（合资）,same_group,宁德时代新能源科技股份有限公司 / 科新动力电池系统（湖北）有限公司,DFMC15TE3 / 1497ml / 智新科技股份有限公司,5035,1999,1910,22.6,142.9,4.43,13.6,1,1,,全数据
方程豹,比亚迪汽车工业有限公司,QCJ6500BG6HEV16,插电式混合动力多用途乘用车,插电式混合动力,200kW,1,200.0,单电机,磷酸铁锂蓄电池,LFP,磷酸铁锂,0,26.628,220,105,2230,绍兴弗迪电池有限公司,绍兴弗迪电池有限公司,弗迪系,弗迪系,same_company,绍兴弗迪电池有限公司 / 绍兴弗迪电池有限公司,BYD472ZQB / 1498ml / 比亚迪汽车有限公司,4999,1995,1865,25.4,121.0,3.94,9.9,1,1,,全数据
方程豹,比亚迪汽车有限公司,QCJ6460AHBEV11,纯电动多用途乘用车,纯电动,240kW,1,240.0,单电机,磷酸铁锂蓄电池,LFP,磷酸铁锂,0,,,,,温州弗迪电池有限公司,西咸新区比亚迪实业有限公司,弗迪系,比亚迪汽车,same_group,温州弗迪电池有限公司 / 西咸新区比亚迪实业有限公司,,4605,1900,1720,,,,,0,0,来源未覆盖（附件2车船税未收录该车型）,仅增程/插混（纯电车型附件2未覆盖）
方程豹,比亚迪汽车工业有限公司,QCJ6500BG6HEV15,插电式混合动力多用途乘用车,插电式混合动力,,0,0.0,,磷酸铁锂蓄电池,LFP,磷酸铁锂,0,50.001,384,210,2530,绍兴弗迪电池有限公司,绍兴弗迪电池有限公司,弗迪系,弗迪系,same_company,绍兴弗迪电池有限公司 / 绍兴弗迪电池有限公司,BYD472ZQB / 1498ml / 比亚迪汽车有限公司,4999,1995,1865,23.8,130.2,4.2,15.2,1,1,,全数据
方程豹,比亚迪汽车工业有限公司,QCJ6500BG6HEV14#1,插电式混合动力多用途乘用车,插电式混合动力,200kW,1,200.0,单电机,磷酸铁锂蓄电池,LFP,磷酸铁锂,0,50.001,384.0,230.0,2350.0,绍兴弗迪电池有限公司,绍兴弗迪电池有限公司,弗迪系,弗迪系,same_company,绍兴弗迪电池有限公司 / 绍兴弗迪电池有限公司,BYD472ZQB / 1498ml / 比亚迪汽车有限公司,4999,1995,1865,21.7,130.2,4.6,16.3,1,1,,全数据
