标签类型,标签,2023_pct,2024_pct,2025_pct,2026_pct,大盘_pct,2023_tgi,2024_tgi,2025_tgi,2026_tgi,大盘_tgi,Δ2023→2024_pct,Δ2023→2024_tgi,Δ2024→2025_pct,Δ2024→2025_tgi,Δ2025→2026_pct,Δ2025→2026_tgi,Δ23→26_pct,Δ23→26_tgi,2023_大盘差_pct,2023_大盘差_tgi,2024_大盘差_pct,2024_大盘差_tgi,2025_大盘差_pct,2025_大盘差_tgi,2026_大盘差_pct,2026_大盘差_tgi
电商品牌成交偏好,blispring冰泉,0.42,0.27,0.29,0.38,0.38,287.9258243499734,189.97656406679096,191.90519263149616,256.2144201117648,251.72847653069695,-0.14999999999999997,-97.94926028318247,0.019999999999999962,1.9286285647052068,0.09000000000000002,64.30922748026865,-0.03999999999999998,-31.711404238208615,0.03999999999999998,36.19734781927647,-0.10999999999999999,-61.751912463905995,-0.09000000000000002,-59.82328389920079,0.0,4.485943581067858
电商品牌成交偏好,boben泊本,0.053,0.0,0.089,0.0,0.11,131.45285318316155,,215.6665297146843,,255.7068596058632,-0.053,,0.089,,-0.089,,-0.053,,-0.057,-124.25400642270165,-0.11,,-0.021000000000000005,-40.040329891178914,-0.11,
电商品牌成交偏好,bodorme贝德美,1.74,1.77,1.92,1.74,2.28,199.10734810024263,205.24294095279103,212.82593074512135,195.671526154972,253.43253833127827,0.030000000000000027,6.135592852548399,0.1499999999999999,7.5829897923303236,-0.17999999999999994,-17.15440459014934,0.0,-3.435821945270618,-0.5399999999999998,-54.325190231035634,-0.5099999999999998,-48.189597378487235,-0.3599999999999999,-40.60660758615691,-0.5399999999999998,-57.76101217630625
电商品牌成交偏好,breo倍轻松,0.053,0.03,0.045,0.0,0.021,625.6441549371751,366.93934288039753,513.2277484444162,,248.19612192660756,-0.023,-258.7048120567776,0.015,146.28840556401866,-0.045,,-0.053,,0.032,377.44803301056754,0.008999999999999998,118.74322095378997,0.023999999999999997,265.0316265178086,-0.021,
电商品牌成交偏好,broadcast播,0.0,0.0,0.022,0.042,0.033,,,169.81279485116883,327.482498651567,252.5497457970892,0.0,,0.022,,0.020000000000000004,157.6697038003982,0.042,,-0.033,,-0.033,,-0.011000000000000003,-82.73695094592037,0.009000000000000001,74.93275285447783
电商品牌成交偏好,cabbeen卡宾,0.11,0.03,0.13,0.085,0.049,557.037669475431,163.3508718845681,685.4228237750614,440.6106523743781,251.4111022201999,-0.08,-393.6867975908629,0.1,522.0719518904932,-0.045,-244.81217140068327,-0.024999999999999994,-116.42701710105291,0.061,305.6265672552311,-0.019000000000000003,-88.06023033563179,0.081,434.0117215548615,0.036000000000000004,189.1995501541782
电商品牌成交偏好,cature小壳,0.053,0.091,0.13,0.042,0.054,248.1641149240773,436.6436249974096,610.7211692562286,196.29507763016844,247.1627014223843,0.038,188.47951007333228,0.03900000000000001,174.077544258819,-0.088,-414.42609162606016,-0.010999999999999996,-51.86903729390886,-0.0010000000000000009,1.0014135016930084,0.037,189.4809235750253,0.07600000000000001,363.55846783384425,-0.011999999999999997,-50.86762379221585
电商品牌成交偏好,champion,0.21,0.37,0.2,0.17,0.16,345.98383044820815,608.7569669918362,319.2942242168901,273.66939364860133,250.1774453772288,0.16,262.773136543628,-0.16999999999999998,-289.4627427749461,-0.03,-45.62483056828876,-0.03999999999999998,-72.31443679960682,0.04999999999999999,95.80638507097936,0.21,358.5795216146074,0.04000000000000001,69.1167788396613,0.010000000000000009,23.491948271372536
电商品牌成交偏好,chief车仆,0.37,0.27,0.54,0.8,0.36,267.2862127711427,201.55237229419663,375.8741864134127,573.8554965803859,252.1261418371444,-0.09999999999999998,-65.73384047694606,0.27,174.32181411921607,0.26,197.98131016697317,0.43000000000000005,306.5692838092432,0.010000000000000009,15.160070933998298,-0.08999999999999997,-50.57376954294776,0.18000000000000005,123.74804457626831,0.44000000000000006,321.7293547432415
电商品牌成交偏好,chillmore,0.21,0.15,0.067,0.085,0.067,803.1325043262108,588.7949864506858,247.0593009891085,317.63447614546624,249.88644644594365,-0.06,-214.337517875525,-0.08299999999999999,-341.7356854615773,0.018000000000000002,70.57517515635774,-0.12499999999999999,-485.49802818074454,0.143,553.2460578802671,0.08299999999999999,338.9085400047421,0.0,-2.8271454568351544,0.018000000000000002,67.74802969952259
电商品牌成交偏好,chuzhiyi厨之翼,0.0,0.0,0.0,0.0,0.006,,,,,193.41641425696693,0.0,,0.0,,0.0,,0.0,,-0.006,,-0.006,,-0.006,,-0.006,
电商品牌成交偏好,ck&wq,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
电商品牌成交偏好,cleer,0.053,0.091,0.067,0.042,0.016,821.1079096434319,1444.7356109099087,1010.3555520434376,649.4872996263526,249.36406233513057,0.038,623.6277012664768,-0.023999999999999994,-434.38005886647113,-0.025,-360.86825241708493,-0.010999999999999996,-171.62061001707923,0.037,571.7438473083013,0.075,1195.3715485747782,0.051000000000000004,760.991489708307,0.026000000000000002,400.12323729122204
电商品牌成交偏好,coffeebox连咖啡,0.53,0.37,0.49,0.25,0.18,760.8663361604688,535.4963351752053,686.5683709222892,361.1021276831119,248.13645266429728,-0.16000000000000003,-225.37000098526346,0.12,151.07203574708387,-0.24,-325.4662432391773,-0.28,-399.7642084773569,0.35000000000000003,512.7298834961715,0.19,287.35988251090805,0.31,438.4319182579919,0.07,112.96567501881464
电商品牌成交偏好,c咖,0.79,0.76,0.83,0.89,0.78,263.9631201062707,258.0232790799444,267.05853368410874,292.3086830505672,253.45022479545105,-0.030000000000000027,-5.939841026326292,0.06999999999999995,9.035254604164322,0.06000000000000005,25.25014936645846,0.09999999999999998,28.34556294429649,0.010000000000000009,10.512895310819658,-0.020000000000000018,4.573054284493367,0.04999999999999993,13.608308888657689,0.10999999999999999,38.85845825511615
电商品牌成交偏好,d'zzit,0.26,0.091,0.045,0.042,0.04,1713.544220327056,602.9946434325291,281.1305548428587,271.0789155432332,253.2500673894733,-0.169,-1110.549576894527,-0.046,-321.86408858967036,-0.0029999999999999957,-10.051639299625492,-0.218,-1442.4653047838228,0.22,1460.2941529375828,0.051,349.74457604305576,0.0049999999999999975,27.880487453385427,0.0020000000000000018,17.828848153759935
电商品牌成交偏好,dreame追觅,0.68,0.52,0.45,0.47,0.13,1381.8544225189976,1059.8264384266058,871.9702705305875,924.872897571892,249.10889325941673,-0.16000000000000003,-322.02798409239176,-0.07,-187.8561678960183,0.019999999999999962,52.90262704130453,-0.21000000000000008,-456.9815249471055,0.55,1132.745529259581,0.39,810.7175451671891,0.32,622.8613772711708,0.33999999999999997,675.7640043124753
电商品牌成交偏好,duoduomian朵朵棉,0.21,0.46,0.25,0.34,0.35,157.2604918229202,345.8738949799566,177.38016940358025,248.7826288662461,253.44684813325205,0.25,188.61340315703643,-0.21000000000000002,-168.49372557637636,0.09000000000000002,71.40245946266586,0.13000000000000003,91.52213704332593,-0.13999999999999999,-96.18635631033186,0.11000000000000004,92.42704684670457,-0.09999999999999998,-76.06667872967179,-0.009999999999999953,-4.664219267005933
电商品牌成交偏好,ecoco意可可,0.68,0.67,0.6,0.47,0.34,522.1455699855951,518.248213360764,444.7999722482183,349.4711732271968,249.7662940949729,-0.010000000000000009,-3.8973566248311045,-0.07000000000000006,-73.4482411125457,-0.13,-95.3287990210215,-0.21000000000000008,-172.6743967583983,0.34,272.37927589062224,0.33,268.48191926579113,0.25999999999999995,195.0336781532454,0.12999999999999995,99.70487913222391
电商品牌成交偏好,edition,0.11,0.061,0.067,0.042,0.03,881.8271933039161,517.1903042512987,542.5346597162817,348.7577916310403,248.16342522672383,-0.049,-364.63688905261745,0.006000000000000005,25.344355464982982,-0.025,-193.7768680852414,-0.068,-533.0694016728759,0.08,633.6637680771923,0.031,269.0268790245749,0.037000000000000005,294.3712344895579,0.012000000000000004,100.59436640431645
电商品牌成交偏好,ein.b怡恩贝,0.21,0.15,0.18,0.13,0.075,725.0185182410823,531.5278192885395,594.7464205667237,430.1112381769517,249.92266950684217,-0.06,-193.49069895254286,0.03,63.218601278184224,-0.04999999999999999,-164.635182389772,-0.07999999999999999,-294.90728006413065,0.135,475.0958487342402,0.075,281.6051497816973,0.105,344.82375105988154,0.05500000000000001,180.18856867010953
电商品牌成交偏好,emxee嫚熙,0.47,0.43,0.27,0.3,0.2,610.295424313896,556.7914112036674,333.7579293648191,375.4620714547819,253.40452779940455,-0.03999999999999998,-53.504013110228584,-0.15999999999999998,-223.03348183884827,0.02999999999999997,41.70414208996277,-0.16999999999999998,-234.8333528591141,0.26999999999999996,356.89089651449143,0.22999999999999998,303.38688340426285,0.07,80.35340156541457,0.09999999999999998,122.05754365537734
电商品牌成交偏好,eral艾莱依,0.11,0.18,0.11,0.13,0.14,195.5154611151168,344.00855945857745,200.48129416365157,231.97585978072323,247.9955637161024,0.06999999999999999,148.49309834346064,-0.06999999999999999,-143.52726529492588,0.020000000000000004,31.494565617071657,0.020000000000000004,36.46039866560642,-0.030000000000000013,-52.48010260098559,0.03999999999999998,96.01299574247506,-0.030000000000000013,-47.51426955245083,-0.010000000000000009,-16.01970393537917
电商品牌成交偏好,erke鸿星尔克,0.53,0.58,0.49,0.3,0.65,211.2554972954797,235.41195137352813,190.62657359563607,116.97053773416006,253.50949982252948,0.04999999999999993,24.156454078048426,-0.08999999999999997,-44.78537777789205,-0.19,-73.65603586147601,-0.23000000000000004,-94.28495956131964,-0.12,-42.25400252704978,-0.07000000000000006,-18.09754844900135,-0.16000000000000003,-62.8829262268934,-0.35000000000000003,-136.53896208836943
电商品牌成交偏好,fiboo她练,0.53,0.58,0.54,0.64,0.49,285.318679330519,317.944043702538,280.862779060038,338.5258923857055,256.8910024632835,0.04999999999999993,32.62536437201902,-0.039999999999999925,-37.0812646425,0.09999999999999998,57.663113325667496,0.10999999999999999,53.207213055186514,0.040000000000000036,28.427676867235505,0.08999999999999997,61.053041239254526,0.050000000000000044,23.971776596754523,0.15000000000000002,81.63488992242202
电商品牌成交偏好,flowerknows花知晓,0.21,0.46,0.51,0.21,0.28,192.18906991976337,422.69473670840654,453.26195921433595,190.02429305256092,252.48099940800515,0.25,230.50566678864317,0.04999999999999999,30.567222505929408,-0.30000000000000004,-263.237666161775,0.0,-2.1647768672024483,-0.07000000000000003,-60.29192948824178,0.18,170.2137373004014,0.22999999999999998,200.7809598063308,-0.07000000000000003,-62.456706355444226
电商品牌成交偏好,forever key,1.21,1.62,1.45,1.86,1.39,229.1111125479582,309.64286358103084,265.57330407123396,346.69008556152784,254.75276878730185,0.41000000000000014,80.53175103307265,-0.17000000000000015,-44.069559509796875,0.41000000000000014,81.11678149029387,0.6500000000000001,117.57897301356965,-0.17999999999999994,-25.64165623934366,0.2300000000000002,54.89009479372899,0.06000000000000005,10.820535283932116,0.4700000000000002,91.93731677422599
电商品牌成交偏好,full of hope希望树,0.42,0.61,0.42,0.64,0.27,397.5675450853784,582.9318974411685,387.2819710856052,589.6341430370991,248.5908493002973,0.19,185.36435235579012,-0.19,-195.6499263555633,0.22000000000000003,202.35217195149386,0.22000000000000003,192.06659795172067,0.14999999999999997,148.97669578508112,0.33999999999999997,334.34104814087124,0.14999999999999997,138.69112178530793,0.37,341.0432937368018
电商品牌成交偏好,genlese真丽斯,0.053,0.03,0.13,0.0,0.082,169.15439162278454,99.2087927579708,416.2816524391458,,255.3852482242767,-0.023,-69.94559886481375,0.1,317.072859681175,-0.13,,-0.053,,-0.029000000000000005,-86.23085660149215,-0.052000000000000005,-156.1764554663059,0.048,160.89640421486908,-0.082,
电商品牌成交偏好,geoskincare纽西之谜,0.37,0.43,0.36,0.25,0.2,464.5607492693508,544.9283421565355,435.52912029107335,314.9677958751099,248.40210858123672,0.06,80.36759288718463,-0.07,-109.3992218654621,-0.10999999999999999,-120.56132441596344,-0.12,-149.5929533942409,0.16999999999999998,216.1586406881141,0.22999999999999998,296.52623357529876,0.15999999999999998,187.12701170983664,0.04999999999999999,66.5656872938732
电商品牌成交偏好,gik,0.37,0.52,0.31,0.68,0.33,295.36777056975126,420.7080999994159,242.2957757317857,534.0174824797662,254.7987481452808,0.15000000000000002,125.34032942966462,-0.21000000000000002,-178.41232426763017,0.37000000000000005,291.7217067479804,0.31000000000000005,238.6497119100149,0.03999999999999998,40.56902242447046,0.19,165.90935185413508,-0.020000000000000018,-12.502972413495087,0.35000000000000003,279.21873433448536
电商品牌成交偏好,ginoble基诺浦,0.11,0.061,0.045,0.042,0.046,596.7060237725003,349.96717307755046,244.7446257167804,235.99394153874073,253.48919408595353,-0.049,-246.73885069494986,-0.016,-105.22254736077005,-0.0029999999999999957,-8.750684178039677,-0.068,-360.7120822337596,0.064,343.2168296865468,0.015,96.47797899159693,-0.0010000000000000009,-8.744568369173123,-0.003999999999999997,-17.4952525472128
电商品牌成交偏好,green farm绿色农场,0.053,0.18,0.16,0.0,0.21,63.531010075071016,223.5650432167664,182.40491739550953,,245.8248108440972,0.127,160.0340331416954,-0.01999999999999999,-41.160125821256884,-0.16,,-0.053,,-0.157,-182.29380076902618,-0.03,-22.259767627330774,-0.04999999999999999,-63.41989344858766,-0.21,
电商品牌成交偏好,hcgn浒城古娘,0.0,0.0,0.0,0.085,0.0091,,,,2197.0424143111823,233.44985841881183,0.0,,0.0,,0.085,,0.085,,-0.0091,,-0.0091,,-0.0091,,0.07590000000000001,1963.5925558923705
电商品牌成交偏好,head&shoulders海飞丝,0.95,0.95,0.58,0.8,0.77,295.8431013968341,298.8254090988984,175.27300455226563,247.0091094720726,233.69493602824053,0.0,2.982307702064304,-0.37,-123.55240454663274,0.22000000000000008,71.73610491980696,-0.1499999999999999,-48.83399192476148,0.17999999999999994,62.14816536859354,0.17999999999999994,65.13047307065784,-0.19000000000000006,-58.4219314759749,0.030000000000000027,13.314173443832061
电商品牌成交偏好,herlab她研社,0.21,0.34,0.29,0.13,0.26,209.7634581122453,338.3213579152345,279.61852277029294,124.44043624129417,253.496736748976,0.13000000000000003,128.5578998029892,-0.050000000000000044,-58.70283514494156,-0.15999999999999998,-155.1780865289988,-0.07999999999999999,-85.32302187095114,-0.05000000000000002,-43.73327863673069,0.08000000000000002,84.82462116625851,0.02999999999999997,26.12178602131695,-0.13,-129.05630050768184
电商品牌成交偏好,honor荣耀,0.11,0.34,0.2,0.38,0.12,232.25299830038617,749.1881614844933,428.67344880424616,826.6930194690972,252.9291226953705,0.23000000000000004,516.9351631841072,-0.14,-320.51471268024716,0.18,398.019570664851,0.27,594.440021168711,-0.009999999999999995,-20.676124394984328,0.22000000000000003,496.2590387891228,0.08000000000000002,175.74432610887567,0.26,573.7638967737266
电商品牌成交偏好,iFLYTEK科大讯飞,0.26,0.061,0.13,0.042,0.044,1497.0591400289588,351.2091611567799,736.8395778929795,236.83145341045147,241.107339369148,-0.199,-1145.849978872179,0.069,385.6304167361996,-0.088,-500.00812448252805,-0.218,-1260.2276866185073,0.21600000000000003,1255.951800659811,0.017,110.10182178763188,0.08600000000000001,495.7322385238315,-0.001999999999999995,-4.275885958696534
电商品牌成交偏好,iWALK爱沃可,0.11,0.0,0.022,0.042,0.015,1802.69241088014,,369.69568079268447,712.9549065651405,251.17334265314184,-0.11,,0.022,,0.020000000000000004,343.25922577245603,-0.068,-1089.7375043149996,0.095,1551.5190682269981,-0.015,,0.006999999999999999,118.52233813954263,0.027000000000000003,461.78156391199866
电商品牌成交偏好,itutn爱图腾,1.0,0.95,0.71,0.64,0.33,788.5128517623896,754.5425864182713,544.7006524459281,492.3986592388154,249.50298598070825,-0.050000000000000044,-33.970265344118275,-0.24,-209.8419339723432,-0.06999999999999995,-52.30199320711267,-0.36,-296.11419252357416,0.6699999999999999,539.0098657816814,0.6199999999999999,505.0396004375631,0.37999999999999995,295.19766646521987,0.31,242.89567325810717
电商品牌成交偏好,jissbon杰士邦,0.47,0.46,0.36,0.3,0.15,825.091605401195,806.5249474291784,601.6340169781106,507.60761257903226,254.7175777987377,-0.009999999999999953,-18.56665797201663,-0.10000000000000003,-204.8909304510678,-0.06,-94.02640439907833,-0.16999999999999998,-317.48399282216275,0.31999999999999995,570.3740276024573,0.31000000000000005,551.8073696304407,0.21,346.9164391793729,0.15,252.89003478029457
电商品牌成交偏好,kakaye卡卡业,0.47,0.21,0.45,0.64,0.21,605.3215645142888,276.12680245540594,551.7297140678171,798.0044679566136,256.6969683125874,-0.26,-329.1947620588828,0.24000000000000002,275.60291161241116,0.19,246.27475388879645,0.17000000000000004,192.6829034423248,0.26,348.62459620170137,0.0,19.42983414281855,0.24000000000000002,295.0327457552297,0.43000000000000005,541.3074996440262
电商品牌成交偏好,kangaroo mommy袋鼠妈妈,1.42,1.43,1.32,1.82,1.91,188.88711754440945,192.84275192028167,169.29468694357243,237.9454792948979,247.234100654145,0.010000000000000009,3.955634375872222,-0.10999999999999988,-23.54806497670924,0.5,68.65079235132546,0.40000000000000013,49.058361750488444,-0.49,-58.34698310973556,-0.48,-54.39134873386334,-0.5899999999999999,-77.93941371057258,-0.08999999999999986,-9.288621359247117
电商品牌成交偏好,kateistory家之物语,0.11,0.091,0.089,0.13,0.055,444.150441215643,390.74033479000263,364.3450180375911,526.9771499672984,227.04815788652417,-0.019000000000000003,-53.41010642564038,-0.0020000000000000018,-26.39531675241153,0.04100000000000001,162.63213192970727,0.020000000000000004,82.82670875165536,0.055,217.10228332911885,0.036,163.69217690347847,0.033999999999999996,137.29686015106694,0.07500000000000001,299.9289920807742
电商品牌成交偏好,kawu卡屋,0.0,0.03,0.11,0.042,0.052,,155.25088046337632,542.8626104710372,209.38116501454417,254.0484986806028,0.03,,0.08,387.61173000766087,-0.068,-333.481445456493,0.042,,-0.052,,-0.022,-98.79761821722647,0.058,288.8141117904344,-0.009999999999999995,-44.667333666058624
电商品牌成交偏好,keheal科西,0.11,0.12,0.11,0.13,0.057,481.6117146492387,564.9290725480812,493.8440125735371,571.4243310939229,252.5623241540699,0.009999999999999995,83.31735789884249,-0.009999999999999995,-71.0850599745441,0.020000000000000004,77.58031852038579,0.020000000000000004,89.81261644468418,0.053,229.0493904951688,0.063,312.3667483940113,0.053,241.2816884194672,0.07300000000000001,318.862006939853
电商品牌成交偏好,kissport,0.21,0.46,0.4,0.21,0.11,487.1242672383307,1071.3661498572446,899.0938380189226,481.63740294573216,252.31430555898004,0.25,584.2418826189139,-0.06,-172.27231183832203,-0.19000000000000003,-417.45643507319045,0.0,-5.486864292598511,0.09999999999999999,234.80996167935064,0.35000000000000003,819.0518442982645,0.29000000000000004,646.7795324599426,0.09999999999999999,229.32309738675212
电商品牌成交偏好,kuka顾家家居,0.0,0.061,0.022,0.042,0.03,,532.5091660052988,186.2014019466931,359.08778496562206,251.31678268910176,0.061,,-0.039,-346.3077640586057,0.020000000000000004,172.88638301892897,0.042,,-0.03,,0.031,281.19238331619704,-0.008,-65.11538074240866,0.012000000000000004,107.7710022765203
电商品牌成交偏好,lantern兰亭,0.053,0.061,0.11,0.042,0.14,90.58654702501588,106.25774340527924,185.77465002318948,71.6529595181982,240.59780429322183,0.008,15.671196380263368,0.049,79.51690661791024,-0.068,-114.12169050499128,-0.010999999999999996,-18.933587506817673,-0.08700000000000002,-150.01125726820595,-0.07900000000000001,-134.34006088794257,-0.030000000000000013,-54.82315427003235,-0.098,-168.94484477502363
电商品牌成交偏好,lena,0.21,0.12,0.11,0.085,0.067,823.6082233068533,483.0449671210558,422.2633891730038,325.73251007770574,254.98818029537836,-0.09,-340.56325618579757,-0.009999999999999995,-60.78157794805196,-0.024999999999999994,-96.53087909529808,-0.12499999999999999,-497.8757132291476,0.143,568.620043011475,0.05299999999999999,228.05678682567742,0.043,167.27520887762546,0.018000000000000002,70.74432978232738
电商品牌成交偏好,life space,0.26,0.27,0.16,0.17,0.072,951.068493857158,1004.0403986023488,546.1256474735582,601.8277506090312,251.1204843823303,0.010000000000000009,52.97190474519073,-0.11000000000000001,-457.9147511287906,0.010000000000000009,55.70210313547307,-0.09,-349.2407432481268,0.188,699.9480094748278,0.198,752.9199142200184,0.08800000000000001,295.00516309122787,0.09800000000000002,350.70726622670094
电商品牌成交偏好,liulian·xishi榴莲西施,0.53,0.27,0.29,0.42,0.15,880.363929991533,464.69889229481,469.4164823937211,696.3581581219249,245.89359981186783,-0.26,-415.66503769672306,0.019999999999999962,4.717590098911103,0.13,226.94167572820385,-0.11000000000000004,-184.0057718696081,0.38,634.4703301796652,0.12000000000000002,218.80529248294215,0.13999999999999999,223.52288258185325,0.27,450.4645583100571
电商品牌成交偏好,louiscardy路易卡迪,0.16,0.061,0.067,0.21,0.13,299.7946701355403,117.2194112691499,122.9636226400534,395.2237955204933,247.12695946797623,-0.099,-182.57525886639039,0.006000000000000005,5.7442113709035,0.143,272.2601728804399,0.04999999999999999,95.42912538495301,0.03,52.66771066756405,-0.069,-129.90754819882633,-0.063,-124.16333682792283,0.07999999999999999,148.09683605251706
电商品牌成交偏好,luckin coffee瑞幸咖啡,3.53,3.29,3.59,2.62,1.5,605.9275229922256,572.8441996620409,597.2064576269404,443.5146747651719,250.5927320064758,-0.23999999999999977,-33.083323330184726,0.2999999999999998,24.362257964899527,-0.9699999999999998,-153.6917828617685,-0.9099999999999997,-162.4128482270537,2.03,355.3347909857498,1.79,322.2514676555651,2.09,346.6137256204646,1.12,192.92194275869608
电商品牌成交偏好,matern‘ella子初,0.84,0.79,0.49,0.47,0.67,325.9270966915532,310.62808600162015,183.81286664632805,177.24075770145794,251.92043483574577,-0.04999999999999993,-15.299010689933027,-0.30000000000000004,-126.8152193552921,-0.020000000000000018,-6.572108944870109,-0.37,-148.68633899009524,0.16999999999999993,74.00666185580741,0.12,58.70765116587438,-0.18000000000000005,-68.10756818941772,-0.20000000000000007,-74.67967713428783
电商品牌成交偏好,miguhara咪咕哈啦,0.0,0.18,0.18,0.13,0.081,,594.5419134056625,554.3793790326465,400.9184299222705,253.23426368232057,0.18,,0.0,-40.162534373016,-0.04999999999999999,-153.46094911037602,0.13,,-0.081,,0.09899999999999999,341.3076497233419,0.09899999999999999,301.1451153503259,0.049,147.68416623994992
电商品牌成交偏好,minayo,0.21,0.27,0.11,0.085,0.13,437.7739463598264,577.6959420375599,224.44641159522388,173.13718144030895,255.31882154653047,0.060000000000000026,139.9219956777335,-0.16000000000000003,-353.24953044233604,-0.024999999999999994,-51.30923015491493,-0.12499999999999999,-264.6367649195175,0.07999999999999999,182.45512481329595,0.14,322.3771204910295,-0.020000000000000004,-30.872409951306594,-0.045,-82.18164010622152
电商品牌成交偏好,moodytiger,0.11,0.12,0.022,0.042,0.025,1070.6251685627672,1255.840057718067,219.5635251897178,423.4263496157289,249.304382490693,0.009999999999999995,185.21488915529994,-0.098,-1036.2765325283492,0.020000000000000004,203.8628244260111,-0.068,-647.1988189470383,0.08499999999999999,821.3207860720742,0.095,1006.5356752273741,-0.0030000000000000027,-29.740857300975193,0.017,174.1219671250359
电商品牌成交偏好,musecr五月私语,0.21,0.18,0.27,0.55,0.45,117.69596361883616,103.54275479719206,144.82234173950727,302.56267932916643,246.8181315645653,-0.03,-14.1532088216441,0.09000000000000002,41.279586942315206,0.28,157.74033758965916,0.3400000000000001,184.86671571033025,-0.24000000000000002,-129.12216794572913,-0.27,-143.27537676737325,-0.18,-101.99578982505804,0.10000000000000003,55.74454776460112
电商品牌成交偏好,nuotai诺泰,0.21,0.21,0.25,0.21,0.12,479.0547655354023,491.68855665587773,540.3443323828984,473.65879439621585,255.53856715099843,0.0,12.63379112047545,0.04000000000000001,48.65577572702068,-0.04000000000000001,-66.68553798668256,0.0,-5.395971139186429,0.09,223.51619838440385,0.09,236.1499895048793,0.13,284.80576523189995,0.09,218.12022724521742
电商品牌成交偏好,oralshark口腔鲨鱼,0.21,0.091,0.11,0.085,0.087,622.0224147569129,273.6113983403623,318.91047899235355,246.00643455192545,248.99576165325576,-0.119,-348.4110164165506,0.019000000000000003,45.29908065199123,-0.024999999999999994,-72.9040444404281,-0.12499999999999999,-376.01598020498744,0.123,373.02665310365717,0.0040000000000000036,24.61563668710656,0.023000000000000007,69.91471733909779,-0.001999999999999988,-2.9893271013303035
电商品牌成交偏好,papa爬爬,0.11,0.12,0.089,0.0,0.082,334.4920755846635,392.3581845851708,274.3901840528741,,254.11276537372828,0.009999999999999995,57.86610900050732,-0.031,-117.96800053229674,-0.089,,-0.11,,0.027999999999999997,80.37931021093522,0.03799999999999999,138.24541921144254,0.006999999999999992,20.277418679145796,-0.082,
电商品牌成交偏好,pink bear皮可熊,0.53,0.82,1.03,0.76,0.77,178.01485923565755,281.89469745638775,335.86660843971777,253.45402224096483,254.4126070538526,0.2899999999999999,103.87983822073019,0.21000000000000008,53.97191098333002,-0.27,-82.41258619875293,0.22999999999999998,75.43916300530728,-0.24,-76.39774781819506,0.04999999999999993,27.482090402535135,0.26,81.45400138586515,-0.010000000000000009,-0.9585848128877785
电商品牌成交偏好,plantpro,0.053,0.12,0.49,0.17,0.17,80.59032292359008,189.0644060380979,727.2074488268732,254.98422605325075,255.1474940672337,0.067,108.47408311450782,0.37,538.1430427887753,-0.31999999999999995,-472.2232227736225,0.11700000000000002,174.39390312966066,-0.11700000000000002,-174.55717114364364,-0.05000000000000002,-66.08308802913581,0.31999999999999995,472.05995475963954,0.0,-0.16326801398295743
电商品牌成交偏好,povos奔腾,0.63,0.4,0.54,0.64,0.4,406.4729737465695,258.26209424940583,333.43747795487093,401.89454849545143,251.76939618733223,-0.22999999999999998,-148.21087949716366,0.14,75.1753837054651,0.09999999999999998,68.4570705405805,0.010000000000000009,-4.5784252511180625,0.22999999999999998,154.70357755923726,0.0,6.4926980620736,0.14,81.6680817675387,0.24,150.1251523081192
电商品牌成交偏好,seamild西麦,0.79,0.64,0.69,0.42,0.71,250.93157775668996,206.03938282284133,212.705389431084,132.32274013691722,218.99293667791628,-0.15000000000000002,-44.89219493384863,0.04999999999999993,6.666006608242668,-0.26999999999999996,-80.38264929416678,-0.37000000000000005,-118.60883761977274,0.08000000000000007,31.938641078773685,-0.06999999999999995,-12.953553855074944,-0.020000000000000018,-6.2875472468322755,-0.29,-86.67019654099906
电商品牌成交偏好,seven7柒牌,0.16,0.12,0.089,0.042,0.082,490.068472441774,383.232549099186,268.008299084051,129.21291873254478,247.86688639650453,-0.04000000000000001,-106.83592334258805,-0.031,-115.224250015135,-0.04699999999999999,-138.7953803515062,-0.118,-360.85555370922924,0.078,242.2015860452695,0.03799999999999999,135.36566270268145,0.006999999999999992,20.14141268754645,-0.04,-118.65396766395975
电商品牌成交偏好,shiguangxue时光学,2.32,2.44,2.39,2.92,2.56,227.50146509415748,242.59865887375065,226.91752652238185,282.19612084724093,244.832846968505,0.1200000000000001,15.09719377959317,-0.04999999999999982,-15.681132351368802,0.5299999999999998,55.278594324859085,0.6000000000000001,54.69465575308345,-0.2400000000000002,-17.331381874347528,-0.1200000000000001,-2.2341880947543586,-0.16999999999999993,-17.91532044612316,0.3599999999999999,37.363273878735924
电商品牌成交偏好,simpcare溪木源,0.053,0.12,0.31,0.085,0.34,40.259938469960424,94.44957009503884,231.18192965242943,63.69033451725651,253.6273578879631,0.067,54.18963162507841,0.19,136.7323595573906,-0.22499999999999998,-167.49159513517293,0.03200000000000001,23.430396047296085,-0.28700000000000003,-213.36741941800267,-0.22000000000000003,-159.17778779292425,-0.030000000000000027,-22.445428235533655,-0.255,-189.93702337070658
