freeze,body_type,fuel_type_group,price_bucket,share_delta_pp,gravity_delta,upper_band_growth_pct,CES_score,top3_price_position,receiver_tier,sales,val_sales,val_growth_pct,expanded
2024-03,SUV,新能源,20-25万,0.04043747049445656,-0.7997292132316929,152.55590528367486,0.275,44238.128079791924,非Receiver,411742.0,561493.0,36.37010555153471,True
2024-03,SUV,新能源,25-30万,7.8550962179490895,-0.7997292132316929,42.77519676973811,0.261646792808227,54461.51197899734,非Receiver,767083.0,926157.0,20.737521233034762,True
2024-03,SUV,新能源,30-35万,-1.2527471474922454,-0.7997292132316929,-25.256029839917403,0.030016447368421,65963.17988201526,非Receiver,432092.0,414639.0,-4.039186099256642,False
2024-03,SUV,新能源,35-40万,-2.4437963544872248,-0.7997292132316929,328.9345449756355,,72133.73068034765,非Receiver,80355.0,23190.0,-71.14056374836663,False
2024-03,SUV,新能源,40-45万,1.6871118709608122,-0.7997292132316929,-48.67097478387061,,84504.68029299958,Receiver,97707.0,83297.0,-14.74817566806882,False
2024-03,SUV,新能源,45-50万,-2.3485900109575555,-0.7997292132316929,93.72024484243934,,92132.45677045858,非Receiver,41383.0,35523.0,-14.160404030640606,False
2024-03,SUV,新能源,5-10万,-4.241271243705387,-0.7997292132316929,573.2895587384752,,16235.445554154887,非Receiver,94158.0,98029.0,4.111174833790021,False
2024-03,SUV,新能源,50-55万,0.1294613629282445,-0.7997292132316929,-3.398058252427183,,106000.62511363163,非Receiver,25635.0,152129.0,493.44255900136534,True
2024-03,SUV,新能源,55-60万,-0.062138658354506104,-0.7997292132316929,1.8789634385030896,,113695.69442747447,非Receiver,3582.0,222.0,-93.80234505862647,False
2024-03,SUV,新能源,5万以下,,-0.7997292132316929,-40.36707706338349,,9102.542082718348,非Receiver,14286.0,4437.0,-68.94162116757666,False
2024-03,SUV,新能源,60万以上,-0.39125881517726535,-0.7997292132316929,,,92152.01439367552,非Receiver,26026.0,11570.0,-55.54445554445555,False
2024-03,跑车,其他能源,25-30万,,1.5119382677870306,-65.90214067278288,,56717.22165881926,非Receiver,251.0,514.0,104.7808764940239,True
2024-03,跑车,其他能源,30-35万,-9.57786161527325,1.5119382677870306,-87.12871287128714,,62237.497113714344,非Receiver,1338.0,,,False
2024-03,跑车,其他能源,35-40万,-3.1602762035457492,1.5119382677870306,,,71635.78513813943,非Receiver,104.0,,,False
2024-03,跑车,其他能源,40-45万,,1.5119382677870306,-14.406779661016945,,87915.40516000005,非Receiver,78.0,886.0,1035.897435897436,True
2024-03,跑车,其他能源,45-50万,1.461947101944534,1.5119382677870306,607.7220077220077,,93520.40244419692,非Receiver,1111.0,496.0,-55.355535553555356,False
2024-03,跑车,其他能源,50-55万,11.453486698539502,1.5119382677870306,-30.202075368651016,,107181.08518555606,非Receiver,1833.0,3307.0,80.41462084015276,True
2024-03,跑车,其他能源,55-60万,0.11772355768280462,1.5119382677870306,-34.08463661453543,,111580.65510872849,非Receiver,2556.0,89.0,-96.51799687010954,False
2024-03,跑车,其他能源,60万以上,-2.5740441999186388,1.5119382677870306,,,115240.70017006993,非Receiver,7165.0,5214.0,-27.229588276343332,False
2024-03,跑车,新能源,15-20万,,,,,38041.83267721116,非Receiver,43.0,106.0,146.51162790697674,True
2024-03,跑车,新能源,20-25万,,,,,41802.14698636592,非Receiver,9038.0,,,False
2024-03,跑车,新能源,30-35万,,,,,67996.15149263924,非Receiver,765.0,440.0,-42.48366013071896,False
2024-03,跑车,新能源,60万以上,,,,,135947.93199999997,非Receiver,20.0,179.0,794.9999999999999,True
2024-03,轿车,其他能源,10-15万,0.12971221820684065,-0.3432614308956623,-11.829140555541562,0.1602097172260074,23842.251161190146,非Receiver,2186322.0,1456072.0,-33.400843974492325,False
2024-03,轿车,其他能源,15-20万,-2.044663362109226,-0.3432614308956623,9.826441704460231,0.2125822368421052,35869.81422469446,非Receiver,1224777.0,1021480.0,-16.598695109395422,False
2024-03,轿车,其他能源,20-25万,0.5064829967819469,-0.3432614308956623,112.14067091947935,0.560032894736842,46245.216766573176,非Receiver,313359.0,306057.0,-2.3302346509913585,False
2024-03,轿车,其他能源,25-30万,3.6517369341339467,-0.3432614308956623,-71.7944783136396,0.4275493421052632,56392.37120221041,Strong Receiver,452600.0,319820.0,-29.33716305788776,False
2024-03,轿车,其他能源,30-35万,-4.500085301071711,-0.3432614308956623,111.02417570297045,,61933.833290515504,非Receiver,121308.0,204278.0,68.39614864642067,True
2024-03,轿车,其他能源,35-40万,2.4586511899663845,-0.3432614308956623,-3.3459277723566716,,74422.63418172735,Receiver,306118.0,178310.0,-41.75122011773238,False
2024-03,轿车,其他能源,40-45万,-0.04323685466089566,-0.3432614308956623,-70.7076617266337,,85705.03809868277,非Receiver,208998.0,131915.0,-36.88217112125475,False
2024-03,轿车,其他能源,45-50万,-1.285091747453635,-0.3432614308956623,135.45000860437102,,95680.39332003728,非Receiver,36546.0,46415.0,27.004323318557443,True
2024-03,轿车,其他能源,5-10万,1.2222496674667127,-0.3432614308956623,-1.6231145332465835,0.4066072704251754,14994.236196492517,Strong Receiver,1709804.0,1563022.0,-8.584726670425379,False
2024-03,轿车,其他能源,50-55万,0.11977222434590151,-0.3432614308956623,-40.65367407295063,,104018.46569044387,非Receiver,13682.0,4223.0,-69.13462944014033,False
2024-03,轿车,其他能源,55-60万,-0.07640453162623342,-0.3432614308956623,-8.442108123360537,,115550.10707253544,非Receiver,7826.0,1233.0,-84.24482494249936,False
